# 2021/11/14 - 18:40 | PDB: 45.21 | UniProt: 2021.04
PDB	CHAIN	SP_PRIMARY	SF_DOMID	FA_DOMID
1o08	A	P71447	8033801	8021421
1j97	A	Q58989	8034243	8021863
1yns	A	Q9UHY7	8034775	8022395
1yv9	A	Q836C7	8034939	8022559
1z5g	A	Q540U1	8035160	8022780
1rkq	A	P0A8Y5	8040741	8028362
3nj5	A	O73909	8070385	8070384
6eio	A	A0A023J6X7	8052446	8052445
7bwy	B	A0A2Z6DSM4	8095719	8095718
4lzk	B	B4EII9	8052473	8047449
2qff	A	Q6GFB4	8052482	8046613
5z62	A	P00395	8094379	8094378
7n9z	F	H4KCU1	8104283	8104282
1r3s	A	P06132	8040335	8027956
4wpx	F	G0S6Y1	8052556	8052555
4pux	A	B0VAD0	8102990	8046683
3wsc	A	Q25C86	8052612	8044772
1de4	C	P02786	8032205	8019825
1dtd	A	P48052	8069423	8069422
3d4u	A	Q2KIG3	8069425	8069424
3si1	A	Q9CYK2	8085137	8085136
3viq	A	Q9USV1	8052652	8044778
1xdp	A	P0A7B1	8033703	8021323
1kfw	A	Q9REI6	8042749	8030370
6g9c	B	A0A085LU44	8101050	8101049
5nko	A	Q2G055	8086264	8086263
1u00	A	P0A6Z1	8042738	8030359
1zcb	A	P27601	8056783	8056781
3jbp	V	O77381	8052724	8045085
4v5o	BQ	Q22B78	8052733	8045078
1fft	C	P0ABJ3	8037814	8025435
1m56	C	P84153	8041605	8029226
6koe	G	P34958	8095433	8095432
2qsh	A	P14736	8052784	8044795
1weh	A	Q5SLJ9	8043450	8031072
1wek	A	Q5SHT6	8043451	8031073
5zbj	A	P48636	8061791	8061790
5zi9	A	Q9FBL8	8061803	8061802
2fi1	A	A0A0H2UPC8	8040951	8028572
2fpw	B	Q9S5G5	8041262	8028883
2gfh	A	Q9CPT3	8041843	8029464
3epr	A	Q8E044	8058816	8058815
1zjj	B	O59622	8058822	8058821
4dwo	A	Q8A2F3	8059952	8059951
2i54	A	Q95ZD7	8062653	8062652
3umb	A	Q8XZN3	8065812	8065811
3l7y	A	Q8DU45	8075186	8075185
4nav	B	Q8P716	8081290	8081289
3mmz	D	Q82HY3	8081292	8081291
4uav	A	Q94K71	8083093	8083092
3qnm	A	Q8A5G8	8088536	8088535
2q5e	A	O14595	8098108	8098107
2hhl	C	O15194	8098114	8098113
6du2	A	A0A1S2ZIM2	8101229	8101228
2y1s	A	Q2MDE2	8083380	8083379
1zt2	B	Q9UWW1	8036243	8023863
5z9a	A	B7UV40	8066515	8066514
5wuy	A	B0VDX7	8066519	8066518
1pg4	B	Q8ZKF6	8034688	8022308
5n81	A	P09095	8098314	8098313
1n7u	A	P27378	8033085	8020705
1szh	A	P34704	8039835	8027456
2a2l	A	Q48422	8036488	8024109
2dxa	A	P0AAR3	8081268	8081267
1v0d	A	O54788	8041062	8028683
1mz8	B	Q47112	8043906	8031528
2g7f	A	Q2XSK9	8086734	8086733
2ce7	A	Q9WZ49	8038717	8026338
4fl4	G	A3DDN1	8076417	8076416
2y3n	B	Q6UB36	8076425	8076424
5nrk	B	A0A2R2JFJ6	8096682	8096681
1vl4	A	Q9WZI6	8041428	8029049
1bgx	T	P19821	8037735	8025356
3fqd	A	P40848	8105318	8051181
2zjr	O	Q9RY64	8038572	8026193
6spd	R	A0A072ZDZ0	8094078	8094077
6yhs	N	D0CDQ6	8097532	8097531
6fxc	AP	Q2YT83	8099318	8099317
3okf	A	Q9KNV2	8073347	8073346
3bec	A	P0AEB2	8039109	8026730
1s1d	A	Q8WVQ1	8041220	8028841
2nn6	I	Q9Y3B2	8034810	8022430
6u48	CX	A0A1X3JCC7	8093454	8093453
4a5x	B	Q8WV92	8067094	8067093
4wzx	A	Q6PHR2	8067096	8067095
2j9g	A	P24182	8034648	8022268
1vf5	C	P83793	8035710	8023330
1w96	C	Q00955	8043358	8030979
2n01	B	Q8PJB5	8052804	8051648
5it7	CC	Q6CW41	8052818	8049943
3jbn	AF	Q8I431	8052822	8049944
1zq1	C	Q9V0U0	8036136	8023756
2bvc	A	P9WN39	8038671	8026292
2f2a	B	P64201	8040475	8028096
4hpp	A	Q9HT65	8095917	8095915
3cvr	A	Q83RJ4	8052844	8050059
1qxm	A	P0DPR0	8040070	8027691
2f2f	C	Q7DK11	8040485	8028106
1hwm	B	Q9AVR2	8042025	8029646
4i4x	C	R4GRU9	8100782	8100781
4v61	AP	P28807	8066569	8066568
6ywe	PP	A0A0B0DKS9	8101191	8101190
6ywx	PP	P08580	8101499	8101498
6wub	p	Q834F9	8103428	8103427
4qey	A	A7M5D7	8052861	8050028
1ews	A	P81655	8032847	8020467
1dfn	A	P59666	8038591	8026212
1ahl	A	P01530	8038615	8026236
2hiy	C	A0A0H2UPL4	8034216	8021836
5a97	C	P27318	8052911	8050439
1ig0	A	P35202	8033938	8021558
5bo6	A	O43173	8053227	8048231
1sky	B	P09219	8056878	8056876
2jdi	D	P00829	8056904	8018252
3gqb	A	Q56403	8056935	8018284
3vr4	A	Q08636	8093380	8093378
4v6w	CF	P32100	8052919	8050352
4v8m	Bw	Q57V35	8052934	8050357
2a41	C	O43516	8052975	8049996
2d1k	C	O43312	8052985	8050004
1wy5	A	O67728	8033391	8021011
5afb	A	Q9HAR2	8052988	8049982
4xat	A	Q99784	8052991	8049985
4wxs	A	Q99972	8052992	8049986
2iwa	A	O81226	8052994	8046855
3j9w	AS	P21476	8086056	8086055
6s13	s	A0A133PYC3	8094821	8094820
6xyw	Br	P39697	8095341	8095340
2zx2	A	P86179	8053002	8053000
2h85	A	P0C6X7	8042189	8029810
1jjc	B	Q5SGX1	8037049	8024670
3jai	b	G1TN82	8053037	8049527
5t5h	d	Q4CPD8	8053038	8049526
4v8m	Bd	Q383S6	8053040	8049524
3jbn	A4	C6S3J6	8053042	8049522
3d8r	A	Q72KM1	8086158	8086157
4v8p	AM	Q23BV5	8053059	8049491
1sxj	C	P38629	8039763	8027384
3ctd	A	Q7V3J8	8040301	8027922
4v6w	CE	Q9V9W2	8053094	8045045
4v3p	LG	Q5I7L4	8053106	8053105
6dnc	E	B7MIX0	8065350	8065349
6xiq	L1	A0A6A5Q2N7	8096940	8096939
5it7	qq	Q6CWR9	8099792	8099791
1hvy	A	P04818	8036156	8023776
1z1z	A	P03732	8035093	8022713
4hud	C	P11112	8092774	8046052
1fas	A	P0C1Y9	8038410	8026031
1nor	A	P01427	8038472	8026093
1drs	A	P28375	8038475	8026096
4zqy	A	C0HJT5	8059553	8059552
4iye	A	P85092	8059559	8059558
5nh3	B	P27037	8079337	8079336
2jeu	A	P03122	8071428	8071427
2bbg	A	P10414	8038401	8026022
6axe	A	B2HSY2	8080522	8080521
3uc1	A	P9WG47	8065314	8065313
1zi0	A	P0AES4	8065316	8065315
1xfo	A	O59196	8043877	8031499
1dyt	A	P12724	8034220	8021840
1m58	A	Q9DFY8	8043291	8030912
2hky	A	Q9H1E1	8069365	8069364
2j4t	A	Q3TMQ6	8069371	8069370
2afh	E	P00459	8017762	8017761
2g0t	A	Q9WZQ3	8017893	8017892
2v3c	C	Q57565	8017987	8017986
3fgn	A	P9WPQ5	8056274	8056273
5aun	B	Q5JIH4	8057058	8045215
4rz2	A	A4IMB4	8057062	8045216
2vo1	A	P17812	8057751	8018011
3kjh	A	Q3ACS5	8058218	8058217
4nkr	A	E0U3U4	8060930	8060929
1ion	A	O58346	8063990	8063989
2d7u	A	O58187	8089709	8089708
2ffh	A	O07347	8089712	8089710
3nva	A	Q980S6	8089721	8089720
4cca	A	Q15833	8066431	8066430
2vf7	A	Q9RYW8	8018526	8018524
3uwx	A	A0A0E0TG05	8018538	8018536
1e69	A	Q9X0R4	8018588	8018587
6wd0	Z	E9TH65	8093548	8093547
2nqr	A	P12281	8043209	8030830
4lhb	C	Q8U3T3	8076165	8076164
3oi9	A	A0A0H2ZWD1	8076171	8076170
1xme	B	Q5SJ80	8033798	8021418
4v8p	HQ	Q24F59	8053113	8048624
4v8m	Bm	Q38CY6	8053121	8048630
1poi	B	Q59112	8032269	8019889
2nrc	B	Q29551	8034840	8022460
1ks2	A	P0A7Z0	8040597	8028218
2g40	A	Q9RT57	8041647	8029268
3ecs	C	Q14232	8101599	8101598
5t5h	N	Q4E661	8053156	8048856
5it7	LL	Q875M0	8053160	8048852
1qna	A	P28147	8036314	8023935
1ais	A	P62001	8036359	8023980
4n06	A	O28401	8053183	8049659
2vo8	A	A0A0H2YT71	8037627	8025248
1g43	A	Q45996	8040188	8027809
1tf4	A	P26221	8040189	8027810
1qba	A	Q54468	8040191	8027812
6sl4	A	A3DC31	8095673	8095672
5svk	A	P56373	8053195	8048348
2isb	A	O29167	8042831	8030452
3j7p	SB	B6V8C8	8053206	8048449
4v6u	AA	Q8TZE1	8053209	8048445
6woo	BB	P23248	8098588	8098587
7nwi	BB	P97351	8103963	8103962
3e7d	B	Q2YRF5	8078501	8078500
5a5t	H	G1ST95	8053287	8053285
7ext	N7	O68971	8105415	8105414
4v6u	Ba	Q8U3S7	8100268	8100267
4pdb	A	Q81VR6	8079047	8079046
5o5j	H	A0QSG3	8079055	8079054
3j80	W	Q6CW21	8079075	8079074
6lkq	G	U9ZUM7	8095407	8095406
4v66	AV	Q3YWV3	8099426	8099425
4b3g	B	P38935	8090882	8048215
6jyt	A	P0C6X7	8091801	8091800
4v51	B2	Q5SHP6	8042933	8030554
6o8w	Z	A0A1B4XKV0	8096462	8096461
6ysi	U	D0CD05	8097502	8097501
1l7v	C	P06611	8058248	8058247
2d3w	A	P77499	8058266	8058265
2pjz	A	Q972R9	8058268	8058267
1j7k	A	Q56313	8002893	8002892
1w5s	B	Q9YFU8	8017737	8002905
2jdi	D	P00829	8018253	8018252
1wp9	A	Q8TZH8	8033199	8020819
1sxj	E	P38251	8039774	8027395
1qvr	A	Q9RA63	8040004	8027625
6n2i	A	P0A9M0	8040117	8027738
2fz4	A	O29889	8041521	8029142
4o3m	A	P54132	8055796	8045075
1tf7	A	Q79PF4	8056631	8018188
2z43	B	Q55075	8056643	8056642
2c61	A	Q60187	8056722	8056715
3oaa	A	P0ABB0	8056897	8056896
2r9v	A	Q9X1U7	8056902	8056901
1xpu	A	P0AG30	8057376	8057375
1ixs	B	Q5SL87	8058578	8058577
2pl3	A	Q13206	8068459	8068458
2oxc	A	Q9UHI6	8068463	8068462
2hjv	B	P42305	8076570	8076569
2yjt	D	P21507	8076572	8076571
6emw	E	Q2YSD6	8082859	8082858
5v8f	B	P32833	8090226	8090225
4xjx	B	P10486	8091624	8091623
6jyt	A	P0C6X7	8091798	8091797
4gl2	A	Q9BYX4	8103684	8103683
5jc7	A	D9N195	8103693	8103691
1svd	A	O85040	8032398	8020018
1wdd	A	P0C512	8043421	8031043
2c52	B	Q15788	8032735	8020355
1zoq	C	Q92793	8036096	8023716
1qhx	A	Q56148	8018673	8018672
1lw7	A	P44308	8019022	8019021
1ltq	A	P06855	8019145	8019143
1gvn	B	Q54944	8019180	8019178
1sq5	D	P0A6I3	8019236	8019235
3cm0	A	Q5SHQ9	8054330	8054329
2c95	A	P00568	8054334	8054333
1rkb	A	Q9Y3D8	8054336	8054335
2xb4	A	C7U112	8054345	8054344
1vyv	A	D4A055	8056014	8019103
2vp4	A	Q9XZT6	8056726	8056725
1wba	A	P15465	8042033	8029654
1eyl	A	P10822	8042035	8029656
1epw	A	P10844	8042038	8029659
3zc8	A	D2YW43	8070257	8070256
5hpz	A	Q8H0F0	8070271	8070270
6jbp	B	A0A371E4L6	8095551	8095550
3jc2	2	P60058	8053309	8047940
2whn	A	Q5SK58	8053314	8047804
4bl4	C	A0A0H3BZN5	8053339	8047500
4bg5	A	O50954	8053342	8047503
5izt	A	O50955	8053343	8047504
6qo1	D	O50958	8095301	8095300
6fl0	O	A0A7I6GVB3	8102803	8102802
1xbl	A	P08622	8036317	8023938
2ctp	A	Q9NXW2	8073769	8073768
2och	A	O45502	8073783	8073782
4jiw	H	A0A0H2V7J1	8053382	8047272
1oio	A	Q47341	8037506	8025127
1amx	A	Q53654	8040195	8027816
1ut1	A	P24093	8040901	8028522
1n12	A	P08407	8043966	8031588
5dz9	A	Q8E589	8053845	8045459
3opu	A	P11657	8053849	8053847
3qdh	A	O68212	8092054	8045767
3lso	A	Q6NEZ3	8092341	8092340
3jwn	F	P08189	8098308	8098307
4yz6	B	Q9LMA8	8053392	8044830
4v51	BH	P0DOY8	8033202	8020822
2cql	A	P32969	8033688	8021308
6xyw	Af	Q9ZPX2	8095657	8095656
1e32	A	Q01853	8032514	8020134
3ua3	B	P46580	8046792	8046934
4gqb	A	O14744	8046793	8046935
1g0w	A	Q9XSC6	8038029	8025650
2plg	A	Q8DKM0	8035800	8023420
1ttw	A	Q7BTX0	8040426	8028047
2gtl	M	Q9GV76	8042056	8029677
1nee	A	O27797	8036795	8024416
1yew	C	O05111	8053445	8046644
5ldx	K	P03902	8053511	8047738
4hea	S	Q56226	8053512	8047739
5lnk	J	O78757	8053518	8047846
6u8y	b	I6UZW2	8097968	8097967
7a23	K	Q04614	8101595	8101594
4v8y	A4	P0CX33	8053451	8046409
5a2q	e	P62861	8053453	8046411
4bts	DX	E6PBU8	8053454	8046412
3jaq	e	Q6CUH5	8053456	8046415
2gm2	A	Q8P9Y3	8086516	8086515
3jai	g	G1U945	8053543	8048728
4v3p	Li	Q5I7K8	8099600	8099599
1eys	M	1EYS_M	8037734	8025355
7c9r	L	G1BIY6	8097808	8097807
1vkj	A	O35310	8057100	8057099
1vyu	B	P54287	8058015	8019101
3tvt	A	P31007	8058025	8019111
3w9y	A	Q12959	8058028	8019113
3ney	A	Q00013	8058033	8019117
4eun	A	A3TPB6	8058290	8058289
1via	A	Q0PBC3	8058292	8058291
2iys	A	P9WPY3	8058294	8058293
1aqy	A	P49891	8058330	8058329
3gmt	A	Q3JVB1	8058350	8058349
4i1u	A	A4JBA9	8058360	8058359
1q3t	A	Q97PK6	8058372	8058371
7ckj	A	Q5SL35	8058374	8058373
2ql6	A	Q9NWW6	8058400	8058399
2ocp	A	Q16854	8058410	8058409
3tqc	A	Q83EV9	8089807	8089806
5ld1	B	A0A0S7ASE9	8090027	8059582
2zq5	A	P71872	8105340	8048803
4n67	A	A0A0H3LV04	8096242	8096241
4wgj	A	A9IWP7	8097206	8097205
4py3	G	E6YV77	8097688	8097687
1xzp	A	Q9WYA4	8002425	8002424
1sul	B	P38424	8019255	8019254
3zvr	A	P21575	8019687	8019686
1jwy	A	Q94464	8054359	8019697
2if0	A	Q99P58	8056340	8056339
3k53	A	Q8U2H8	8056731	8050339
5fh9	A	J7QA66	8056736	8050341
3vhx	A	P62331	8056741	8056740
2yv5	A	O66555	8056774	8056773
2om2	A	P63096	8056779	8056778
3ohm	A	P21279	8056800	8056799
1z0a	C	P61019	8057304	8057303
1z0f	A	P61106	8057360	8057359
1z06	A	O35963	8057384	8057383
1kmq	A	P61586	8057414	8057413
1yzq	A	P20340	8057420	8057419
1ksh	A	Q9D0J4	8057424	8057423
3v70	A	Q8WWP7	8057444	8057443
3lxx	A	Q9NUV9	8057448	8057447
2il1	A	Q6IQ22	8057456	8057455
2hei	B	P61020	8057472	8057471
2ffq	A	Q9NRW1	8057474	8057473
2efc	B	Q9SN68	8057484	8057483
4in6	L	Q3J1A5	8099398	8099397
6z5r	L	O83005	8102114	8102113
7ddq	L	A0A2T4JIS6	8103823	8103822
7oy8	L	Q2RQ25	8104317	8104316
4rhb	C	P31554	8053496	8045953
4q35	A	Q83SQ0	8053497	8045955
1dd9	A	P0ABS5	8037559	8025180
3jbn	Ad	Q8II62	8053570	8049536
1txc	A	Q6T6J0	8032656	8020276
2k5g	A	Q7WAN9	8034769	8022389
2nn5	A	Q832L1	8034790	8022410
2ns9	A	Q9Y9R3	8034847	8022467
1vjh	A	P0C0B0	8035940	8023560
1xn6	A	Q816V6	8044038	8031660
6alk	A	B7TWE6	8063059	8063058
6i4y	B	Q9Y3B1	8100742	8100741
1mpy	A	P06622	8034934	8022554
1nki	A	Q9I4K6	8036892	8024513
1sqd	A	P93836	8039683	8027304
1sqi	A	P32755	8039693	8027314
1ss4	A	Q81F54	8039753	8027374
1t47	A	Q53586	8039966	8027587
2i7r	A	A0A0H2UP77	8042584	8030205
1f1u	A	H0QJ69	8044426	8032048
4nb1	A	P60864	8085785	8085784
3oa4	A	Q9KCV1	8087529	8087528
2p25	A	Q832L2	8087531	8087530
5v91	A	A0A0E1CQ35	8096170	8096169
2z5b	B	Q07951	8053560	8044866
2a6s	A	P69348	8036678	8024299
1xqb	A	P44740	8054394	8054393
6f8s	D	Q88MI5	8102972	8102971
4z4d	A	Q9UKV8	8053594	8045669
4g0x	A	O04379	8053596	8045670
5vm9	A	Q9H9G7	8053620	8053616
4g0m	A	Q9SHF3	8061701	8061700
1u04	A	Q8U3D2	8091464	8091462
2r6g	F	P02916	8053508	8053509
2pxr	C	Q79791	8036123	8023743
5l24	C	G4CRQ5	8088907	8088906
1yb3	A	Q8U4C0	8034276	8021896
4hfv	A	Q5ZUE7	8053715	8046243
1k8k	F	Q148J6	8037903	8025524
1fxk	C	O27646	8036310	8023931
3rls	B	P53930	8053742	8051393
3qfi	A	Q838I2	8053764	8044926
4adz	A	D6EK73	8053780	8050607
2dyk	A	Q5SIH8	8058050	8019371
3q85	A	Q8VEL9	8058511	8058510
1wa5	A	P62825	8060226	8060225
1u8y	B	P63320	8089840	8089839
1rrg	A	P84079	8089850	8089849
2q3f	A	Q9NQL2	8093364	8046296
3r7w	C	Q00582	8093368	8046298
3llu	A	Q9HB90	8093371	8046297
4kyi	F	P51148	8098730	8098729
1jbo	B	P50033	8032280	8019900
1fhj	A	P60523	8033067	8020687
1dlw	A	P15160	8035689	8023309
1mba	A	P02210	8035765	8023385
1emy	A	P02186	8035806	8023426
2gdm	A	P02240	8035816	8023436
1d8u	A	O04986	8035842	8023462
1qpw	A	P01965	8036044	8023664
1a4f	A	P01990	8036049	8023669
1out	B	P02142	8036214	8023834
1cg5	B	P56692	8036218	8023838
1b33	A	P00315	8036263	8023883
1b8d	B	O36004	8036281	8023901
1it2	A	Q7SID0	8036762	8024383
2uum	A	P72509	8036970	8024591
1or4	A	O07621	8037718	8025339
2d5x	B	P02062	8039587	8027208
1x9f	A	P13579	8043787	8031409
2bnl	C	P42409	8052670	8051129
3fh9	A	D0VX09	8060950	8060949
3wr1	A	P10780	8060970	8060969
3hf4	A	P01946	8060980	8060979
3hyu	A	P01947	8060984	8060983
3lqd	A	F2Z285	8060988	8060987
3a59	B	P02123	8061028	8061027
3mkb	B	F2Z287	8061052	8061051
6bmg	A	P02184	8061054	8061053
2r50	A	Q9M593	8061715	8061714
3qqr	A	P68168	8061721	8061720
4b4y	A	L7MTK4	8061725	8061724
3aq5	A	P17724	8064386	8064385
4yjj	B	A0A0B6XLA1	8064830	8064829
2bv8	B	Q6B8L7	8064838	8064837
5b13	A	F2ZAL8	8064874	8064873
2bv8	A	Q6B8L6	8064888	8064887
2olp	A	P41261	8070489	8070488
1jf4	A	P15447	8070501	8070500
6kgx	KH	W0RYM0	8093842	8093841
6hrn	A	A0A509GUZ8	8093888	8093887
6kgx	VH	W0S1U6	8094196	8094195
1qyn	A	P0AG86	8040092	8027713
2nar	A	E2DWQ7	8053803	8053802
1gji	A	P16236	8038673	8026294
1svc	P	P19838	8040226	8027847
1xbr	A	P24781	8040238	8027859
5t1j	A	Q9JKD8	8062627	8062626
6dgk	A	Q99AU3	8086492	8086491
2eoc	A	Q9Y6F1	8074104	8074103
1eak	A	P08253	8038598	8026219
1zrt	D	P0CY49	8101128	8101127
6nin	X	Q3IY11	8101134	8101133
2p02	A	P31153	8035293	8022913
1w98	B	P24864	8032436	8020056
2cch	B	P20248	8038665	8026286
2phg	A	Q00403	8043880	8031502
2phg	A	Q00403	8043882	8031504
1n4m	A	P06400	8044063	8031685
1ppj	G	P13271	8038274	8025895
3h1h	T	D0VX32	8073735	8073734
5xte	A	O14949	8073737	8073736
1js8	A	O61363	8037336	8024957
1nol	A	P04253	8038071	8025692
1set	A	P34945	8036318	8023939
1lrz	A	P0A0A5	8043092	8030713
4jet	H	Q0WA92	8085668	8085667
4y4s	A	Q66G68	8085670	8085669
1o8r	A	Q02747	8033889	8021509
5cd4	U	Q46901	8053924	8044960
3cx5	I	P22289	8040319	8027940
1ok7	A	P0A988	8038076	8025697
1ok7	A	P0A988	8038082	8025703
3a1j	B	O60921	8056954	8045126
1ihp	A	P34752	8032241	8019861
1dkq	A	P07102	8032248	8019868
2hhj	A	P07738	8042332	8029953
5y2u	B	P18669	8070063	8070062
7d2f	A	Q5ZWG6	8104327	8104326
2v7s	A	P9WK81	8053939	8046015
3p04	A	Q8NNN6	8053934	8045981
5e8c	B	G3G8R3	8053940	8046096
3wa8	A	D3PQC9	8053948	8044973
4h79	A	Q47PI5	8053949	8044974
4g9p	A	Q72H18	8053956	8046112
4mwa	A	Q81LV7	8053958	8046113
2rfo	A	P34077	8090311	8045346
5a9q	1	Q12769	8090984	8090983
2je3	A	Q50927	8092630	8046001
6amg	A	F9ZFJ0	8092631	8085537
1e2w	A	P23577	8040246	8027867
6q6p	B	A0A192X9K5	8094851	8094850
6hrk	C	K9TY40	8098024	8098023
2qu0	C	P68240	8098902	8098901
4po5	F	Q01952	8099078	8099077
6yx7	III	A0A4Y5PW22	8103074	8103073
7ext	Q3	O68967	8105411	8105410
7eyd	Y5	P07121	8105427	8105426
3snh	A	Q05193	8058469	8058468
1yb0	A	A0A6H3AMF3	8034268	8021888
3ep1	A	D0VX04	8067275	8067274
1jmx	G	P0A182	8037173	8024794
2dy1	A	Q5SI76	8033821	8021443
1zun	B	Q87WW1	8044576	8023907
2det	A	P25745	8051819	8091664
1r5b	A	O74718	8056489	8019764
1r5b	A	O74718	8056490	8019765
4j0q	A	Q88QP8	8056528	8056527
1aip	A	P60338	8056538	8056537
2c77	A	P60339	8056543	8056542
2d74	A	Q8U082	8056820	8056818
4dlo	A	O60242	8091397	8045674
5kvm	B	Q8K209	8091401	8049576
5e0q	B	J7I6Y1	8097990	8097989
6m3p	C	O70511	8102977	8102975
1ru3	A	P83789	8040923	8028544
1oa0	A	Q01770	8055603	8021526
6l06	A	P0A8K1	8092958	8092957
1xp3	A	Q81LV1	8033851	8021471
1qtw	A	P0A6C1	8043705	8031327
4gqb	A	O14744	8053408	8046790
3aal	A	Q5KX27	8074696	8074695
3ban	A	A4VVI4	8086906	8086905
6n98	A	A0A1K2FZ20	8094028	8094027
1xfi	A	Q949P3	8041849	8029470
2gol	A	Q674X2	8041980	8029601
2k4e	A	P04584	8072647	8072646
1nee	A	O27797	8036797	8024418
2m0n	A	B1ME10	8053398	8047008
2lky	A	A0QRC1	8053399	8047010
6spb	Q	A0A069QEE3	8094481	8094480
6v3a	P	V5VGC9	8094513	8094512
6o8w	R	A0A1B4XM76	8096474	8096473
1fs1	D	P63208	8038683	8026304
2kdu	B	Q62768	8019814	8018897
1c8a	A	P35753	8043125	8030746
1kk8	A	P24733	8042777	8030398
4gkr	B	Q6FVW6	8078401	8078400
6v3d	2	B7I693	8095141	8095140
6o8w	5	A0A1B4XM73	8096472	8096471
7jil	e	A0A1J7BZ40	8101934	8101933
5lnk	c	W5PE07	8053980	8053974
7a24	O	Q9FJW4	8101739	8101738
1bo1	A	P78356	8036596	8024217
1kut	B	Q9X0X0	8040609	8028230
3nua	A	Q0TTB4	8079389	8079388
4fe2	B	Q07296	8089514	8089513
1txd	A	Q9NZN5	8040513	8028134
1by1	A	Q14155	8057882	8018811
1coj	A	Q9X6W9	8036333	8023954
1ixb	A	P00448	8042545	8030166
1bou	A	P22635	8038079	8025700
2vgl	M	P84092	8036010	8023630
5aws	A	Q9BQI5	8051823	8044649
6qh6	M	Q3ZC13	8093646	8093645
1pa4	A	P75589	8038465	8026086
1hus	A	P22744	8037950	8025571
4v7r	AD	P26783	8065993	8065992
4uer	G	A0A0J9X209	8065995	8065994
5t2a	AN	Q868B1	8066021	8066020
4v61	AG	P82129	8077983	8077982
6s13	g	A0A077VHU6	8094561	8094560
6ogf	L	D7ZAN1	8095105	8095104
4dve	A	A2RMJ9	8054033	8050682
3rgb	J	Q607G3	8095951	8050418
3rfr	B	O06122	8095952	8050417
6cxh	B	G4SZ63	8095954	8061759
4v51	BE	Q5SHN8	8033197	8020817
5aj0	AB	P39023	8078351	8078350
5xy3	B	A2DD62	8078353	8078352
3j79	9	Q8IHT9	8087449	8087448
4wce	B	Q2FW06	8089152	8089151
6u48	CD	A0A1X3JBR5	8093452	8093451
6uz7	Bf	Q6CRP7	8093854	8093853
6xyw	Ac	Q9LRN8	8095651	8095650
6xiq	B	A0A6A5Q627	8096942	8096941
6c5l	DE	P52860	8098742	8098741
7nhn	H	Q8Y440	8103180	8103179
4rax	A	E2JF22	8054044	8047297
1hbn	B	P11560	8033109	8020729
4kh3	A	A0A0H2VAW5	8054055	8045019
5l8r	F	A0A0M3KL12	8074442	8074441
6igz	F	A0A4V8H008	8094186	8094185
4fke	A	P15145	8054069	8054066
1e29	A	Q55013	8032498	8020118
1m70	A	Q52369	8036322	8023943
2gry	A	O00139	8080227	8080226
3j2u	K	Q960Z0	8080229	8080228
6wwh	N	L0N7N1	8103108	8103107
1l5i	A	P27260	8042887	8030508
2ipr	A	Q98ZP7	8071394	8071393
5dcx	D	P03132	8089616	8089615
1jat	B	P53152	8034273	8021893
2ayv	A	2AYV_A	8037495	8025116
2fo3	A	A5K893	8041221	8028842
5lbn	A	P51965	8059968	8059967
2cyx	A	P60604	8059990	8059989
4ds2	B	Q4DIQ3	8077725	8077724
2ebm	A	Q9H446	8088188	8088187
5jpw	A	Q13409	8051842	8046596
4uz3	C	Q5SLM7	8076155	8076154
4pxv	A	Q0WYK2	8076157	8076156
4rnz	A	O25247	8091010	8091008
3jcs	O	E9BS61	8052892	8049691
5xy3	D	A2DNM5	8079264	8079263
6wd0	P	I2UH22	8093566	8093565
6v3d	N	B7IA23	8095061	8095060
6ysi	K	D0CD13	8097516	8097515
6u48	CP	I2X628	8097940	8097939
6dzi	P	I7FGD9	8097978	8097977
5njt	K	P04969	8098278	8098277
6rw4	I	P82912	8098948	8098947
5v7q	O	P9WHD1	8099026	8099025
6skf	BQ	Q5JJG7	8099684	8099683
1xi8	A	Q8U034	8043925	8031547
2v3c	C	Q57565	8017992	8017991
1qb2	A	P61011	8057742	8017999
4wer	A	Q830X4	8083168	8083167
3kq4	C	P27352	8051863	8050039
4k8l	A	A6WW16	8087616	8087615
4juu	A	Q8P833	8087626	8087625
4jbd	A	A5VZY6	8087628	8087627
1i4m	A	P04156	8036527	8024148
2qfr	A	P80366	8055339	8055338
1td4	A	P36275	8042457	8030078
2amu	A	Q9WZC6	8083444	8083443
1gl4	A	P10493	8035955	8023575
1uis	A	Q8ISF8	8041820	8029441
1cyj	A	P08197	8036389	8024010
1c52	A	P04164	8036399	8024020
1ccr	A	Q0DI31	8036436	8024057
1gks	A	P00122	8036464	8024085
1cot	A	P00096	8036465	8024086
1jdl	A	P81154	8036931	8024552
2gc7	D	P29899	8041823	8029444
2zon	G	D0VWQ8	8065330	8065329
2dge	A	Q93VA3	8068557	8068556
4lji	B	Q8DJE2	8068563	8068562
3u99	A	A3CZ62	8089889	8045255
3a9f	A	O07091	8090083	8045309
1vem	A	P36924	8032373	8019993
2j44	A	A0A0H2UNG0	8034620	8022240
1nkg	A	Q00019	8037936	8025557
1cyg	A	P31797	8040271	8027892
1z0n	A	P80386	8055091	8055090
2c3g	A	Q9KFR4	8092807	8046074
3zfp	A	Q5L4B1	8054134	8047344
7ju4	f	Q39580	8102170	8102169
2qx2	A	A0A0H3JSC0	8054140	8049673
5lnk	L	O78756	8047664	8048045
4he8	I	Q56229	8054158	8047665
