# 2021/11/14 - 18:08 | PDB: 45.21 | UniProt: 2021.04
SP_PRIMARY	PDB
P29496	3ja8;3jc5;3jc6;3jc7;5bk4;5u8s;5u8t;5v8f;5xf8;6eyc;6f0l;6hv9;6ptj;6ptn;6pto;6rqc;6skl;6sko;6u0m;6wgf;6wgg;6wgi;7pmn
P29498	1vyf;1vyg;2poa
P29499	1j5l;1j5m
P29503	2yue;4kg0
P29508	2zv6;4zk0;4zk3
P29509	3d8x;3itj
P29536	4z79;4z8g;4z94
P29539	4bjs;4bjt;5nvr;5nw5
P29547	1nhy
P29549	1jb7;1k8g;1kix;1otc;1pa6;1ph1;1ph2;1ph3;1ph4;1ph5;1ph6;1ph7;1ph8;1ph9;1phj;2i0q
P29557	2idr;2idv
P29558	1x5o;6m75;7c36
P29559	1wco;6m7y
P29563	1vgo;2ei4;2z55;3wqj
P29588	1kea
P29590	1bor;2mvw;2mwx;4wjn;4wjo;5yuf;6imq;6uyo;6uyp;6uyq;6uyr;6uys;6uyt;6uyu;6uyv
P29597	3lxn;3lxp;3nyx;3nz0;3zon;4gfo;4gih;4gii;4gj2;4gj3;4gvj;4oli;4po6;4py1;4wov;5c01;5c03;5f1z;5f20;5tkd;5wal;6aam;6dbk;6dbm;6nsl;6nze;6nzf;6nzh;6nzp;6nzq;6nzr;6ova;6vns;6vnv;6vnx;6vny;6x8f;6x8g;7ax4;7k7o;7k7q
P29599	1st3
P29600	1c9j;1c9m;1c9n;1gci;1iav;1jea;1ndq;1ndu;1q5p;1svn;1tk2;3bx1;4cfy;4cfz;4cg0;5aqe;5arb;5arc;5ard;6y5s;6y5t
P29602	1jer
P29603	1siz;1sj1;2z8q;3pni;4dhv
P29617	1mij;1xpx
P29622	6f02;6f4u;6f4v
P29678	2y4i;5kkr;7juq;7jur;7jus;7jut;7juu;7juv;7juw;7jux;7juy;7juz;7jv0;7jv1
P29692	2mvm;2mvn;2n51;5jpo
P29715	1bro;1brt;3vdx;4d9j;4iq4;4itv;4ivj;4qes;4qf0;4qff
P29717	1cz1;1eqc;1eqp;2pb1;2pbo;2pc8;2pf0;3n9k;3o6a;4m80;4m81;4m82
P29722	4u3q
P29723	1o75
P29724	2fqw;2fqx;2fqy
P29736	1dwa;1dwf;1dwg;1dwh;1dwi;1dwj;1e4m;1e6q;1e6s;1e6x;1e70;1e71;1e72;1e73;1myr;1w9b;1w9d;2wxd
P29745	1vix
P29752	1nf5;1nhe;1nkh;1nmm;1nqi;1nwg;1o23;1oqm;1pzy;1yro;2fyc;2fyd
P29762	7a9y;7a9z
P29768	1dil;1dim;2sil;2sim;3sil;6trg;6tvi;7aey;7af2
P29772	4o7k;4ovb
P29813	2c8i
P29826	6nf7
P29827	2dde
P29837	1z66;2gg1
P29846	1n64;2zjo
P29847	4li3;4nu8;4zu1;4zu6;5dbe;6aif
P29848	2jc3
P29894	1mg2;1mg3;2bbk;2gc4;2gc7;2j55;2j56;2j57;2mta
P29898	1lrw
P29899	1mg2;1mg3;2gc4;2gc7;2mta
P29957	1aqh;1aqm;1b0i;1g94;1g9h;1jd7;1jd9;1kxh;1l0p
P29965	1aly;1i9r;3lkj;3qd6;6brb;6w9g
P29966	1iwq
P29972	1fqy;1h6i;1ih5;4csk;6poj
P29973	7lft;7lfw;7lfx;7lfy;7lg1;7rh9;7rhg;7rhh;7rhi;7rhj;7rhk;7rhl
P29985	5n3u
P29986	7eyd
P29987	7eyd
P29989	7eyd
P29990	2r69;3j8d;4o6b;6wer;6zqu;7k93
P29991	2r29;3evg
P29992	6oij
P29994	3jav;3t8s;3uj0;3uj4;6mu1;6mu2;7lhe;7lhf
P30012	1qap
P30014	2is3;3ngy;3ngz;3nh0;3nh1;3nh2;3v9s;3v9u;3v9w;3v9x;3v9z;3va0;3va3;4kaz;4kb0;4kb1
P30038	3v9g;3v9h;3v9i;4oe5
P30040	2qc7;5v8z;5v90
P30041	1prx;5b6m;5b6n
P30043	1hdo;1he2;1he3;1he4;1he5;5oog;5ooh;6opl
P30044	1h4o;1hd2;1oc3;1urm;2vl2;2vl3;2vl9;3mng;4k7i;4k7n;4k7o;4mmm
P30046	1dpt;3kan;4q3f;6c5f;7mru;7mrv;7mse;7mw7
P30047	6z80;6z85;7acc;7al9;7ala;7alb;7alc;7alq
P30048	5jcg;5ucx
P30050	4v6x;5a8l;5aj0;6olg;6zm7;6zme;6zmi;6zmo
P30052	6y20
P30074	1bi5;1bq6;1cgk;1cgz;1chw;1cml;1d6f;1d6h;1d6i;1i86;1i88;1i89;1i8b;1jwx;1u0v;1u0w
P30079	6dxa
P30084	2hw5
P30085	1tev;7e9v
P30086	1bd9;1beh;2l7w;2qyq
P30101	2alb;2dmm;2h8l;3f8u;6eny
P30112	2wrt
P30113	2c80;2c8u;2ca8;2cai;2caq;2f8f
P30114	1oe7;1oe8
P30122	1akn;1aql;2bce
P30123	2rig
P30125	1cm7
P30128	2p4v;6ri7;6rin
P30130	1zdv;1zdx;1ze3;3bwu;3ohn;3rfz;4j3o;6e14;6e15
P30131	1gxt;1gxu
P30138	1zfn;1zkm;1zud
P30152	2k23
P30153	1b3u;2ie3;2ie4;2npp;2nyl;2nym;2pkg;3c5w;3dw8;3k7v;3k7w;4i5l;4i5n;4lac;5w0w;6iur;6nts;7cun;7k36
P30176	2b3w
P30177	4muo
P30178	2g8y
P30197	1g5q;1g63
P30203	5a2e
P30204	6j02
P30230	2n2r
P30233	2ds2
P30253	1hrl
P30254	1v28
P30260	3t1n;4rg6;4rg7;4rg9;4ui9;5a31;5g04;5g05;5khr;5khu;5l9t;5l9u;5lcw;6q6g;6q6h;6tlj;6tm5;6tnt
P30263	2xq1
P30274	1vin;2g9x;3bht;3bhu;3bhv;3ddp;3ddq;3dog;3my5;3tnw;4bco;4bcq;6gub;6guc;6gue;6guf
P30279	6ei2
P30281	3g33
P30288	1iva;1oav;1oaw;2ndb
P30289	1mgr;1mgw
P30291	1x8b;2in6;2io6;2z2w;3bi6;3biz;3cqe;3cr0;5v5y;5vc3;5vc4;5vc5;5vc6;5vd2;5vd4;5vd5;5vd7;5vd8;5vd9;5vda;7n3u
P30304	1c25
P30305	1cwr;1cws;1cwt;1qb0;1ym9;1ymd;1ymk;1yml;1ys0;2a2k;2ifd;2ifv;2uzq;3fqt;3fqu;4wh7;4wh9
P30307	2ojx;3bzi;3op3;5m35;5m36;5m37
P30311	1i8g
P30328	1m4x;3kk5;5tip;5tiq;6ncl
P30331	1jjd
P30340	1r1t;1r22;1r23;1smt
P30403	1n4y;1q7i;1q7j;2ljv;2m75;2m7f;2m7h;2pjf;2pjg;2pji;3uci;4m4c;4r5r;4r5u;4rqg
P30405	2bit;2biu;2z6w;3qyu;3r49;3r4g;3r54;3r56;3r57;3r59;3rcf;3rcg;3rci;3rck;3rcl;3rd9;3rda;3rdb;3rdc;4j58;4j59;4j5a;4j5b;4j5c;4j5d;4j5e;4o8h;4o8i;4xnc;4zsc;4zsd;5a0e;5cbt;5cbu;5cbv;5cbw;5ccn;5ccq;5ccr;5ccs;6r8l;6r8o;6r8w;6r9s;6r9u;6r9x;6ra1;6y3e;6ybm
P30410	1bzv
P30411	7f2o
P30412	2rmc
P30414	2he9
P30418	1iyk;1iyl;1nmt
P30419	1rxt;3iu1;3iu2;3iwe;3jtk;4c2y;4c2z;5mu6;5npq;5o6h;5o6j;5o9s;5o9t;5o9u;5o9v;5uut;6ehj;6f56;6fz2;6fz3;6fz5;6pav;6qrm;6sjz;6sk2;6sk3;6sk8;6skj
P30429	2a5y;3lqq;3lqr;4m9s;4m9x;4m9y;4m9z
P30438	1puo;1zkr;2ejn;5vyf
P30440	1puo;1zkr;2ejn;5vyf
P30511	5iue;5knm
P30518	6ni2;6u1n;7bb6;7bb7;7dw9;7kh0
P30519	2q32;2qpp;2rgz;4wmh;5uc8;5uc9;5uca
P30520	2v40
P30530	2c5d;4ra0;5u6b;5vxz
P30533	1lre;1nre;1op1;1ov2;2fcw;2ftu;2fyl;2p01;2p03
P30542	5n2s;5uen;6d9h;7ld3;7ld4
P30556	4yay;4zud;6do1;6os0;6os1;6os2
P30559	6tpk
P30561	4m4x;5v0l
P30563	5pal;5zgm
P30566	2j91;2vd6;4ffx;4flc
P30569	2kak;2l61;2l62;2mfp
P30613	2vgb;2vgf;2vgg;2vgi;4ima;4ip7;6nn4;6nn5;6nn7;6nn8
P30615	4hyv;4hyw;4kct;4kcu;4kcv;4kcw
P30617	1jpc;1msa;1niv
P30622	2cp5;2cp6;2e3h;2e3i;2e4h;2hqh;2qk0;3e2u;3rdv
P30626	1juo;2jc2;4u8d;4upg;4usl;5mra
P30627	2wtg;2wth
P30656	1fnt;1g0u;1g65;1jd2;1ryp;1z7q;2f16;2fak;2gpl;2zcy;3bdm;3d29;3dy3;3dy4;3e47;3gpj;3gpt;3gpw;3hye;3jco;3jcp;3mg0;3mg4;3mg6;3mg7;3mg8;3nzj;3nzw;3nzx;3oeu;3oev;3okj;3sdi;3sdk;3shj;3tdd;3un4;3un8;3wxr;4cr2;4cr3;4cr4;4eu2;4fzc;4fzg;4g4s;4gk7;4hnp;4hrc;4hrd;4inr;4int;4inu;4j70;4jsq;4jsu;4jt0;4lqi;4ltc;4nnn;4nnw;4no1;4no6;4no8;4no9;4q1s;4qby;4qlq;4qls;4qlt;4qlu;4qlv;4qux;4quy;4qv0;4qv1;4qv3;4qv4;4qv5;4qv6;4qv7;4qv8;4qv9;4qvl;4qvm;4qvn;4qvp;4qvq;4qvv;4qvw;4qvy;4qw0;4qw1;4qw3;4qw4;4qw5;4qw6;4qw7;4qwf;4qwg;4qwi;4qwj;4qwk;4qwl;4qwr;4qws;4qwu;4qwx;4qxj;4qz0;4qz1;4qz2;4qz3;4qz4;4qz5;4qz6;4qz7;4qzw;4qzx;4qzz;4r00;4r02;4r17;4r18;4rur;4v7o;4x6z;4y69;4y6a;4y6v;4y6z;4y70;4y74;4y75;4y77;4y78;4y7w;4y7x;4y7y;4y80;4y81;4y82;4y84;4y8g;4y8h;4y8i;4y8j;4y8k;4y8l;4y8m;4y8n;4y8o;4y8p;4y8q;4y8r;4y8s;4y8t;4y8u;4y9y;4y9z;4ya0;4ya1;4ya2;4ya3;4ya4;4ya5;4ya7;4ya9;4z1l;5a5b;5ahj;5bou;5bxl;5bxn;5cgf;5cgg;5cgh;5cgi;5cz4;5cz5;5cz6;5cz7;5cz8;5cz9;5cza;5d0s;5d0t;5d0v;5d0w;5d0x;5d0z;5dki;5dkj;5fg7;5fg9;5fga;5fgd;5fge;5fgf;5fgg;5fgh;5fgi;5fhs;5jhr;5jhs;5l52;5l54;5l55;5l5a;5l5b;5l5d;5l5e;5l5f;5l5h;5l5i;5l5j;5l5o;5l5p;5l5q;5l5r;5l5s;5l5t;5l5u;5l5v;5l5w;5l5x;5l5y;5l5z;5l60;5l61;5l62;5l63;5l64;5l65;5l66;5l67;5l68;5l69;5l6a;5l6b;5l6c;5lai;5laj;5ltt;5m2b;5mp9;5mpa;5mpb;5mpc;5nif;5wvi;5wvk;6ef3;6fvt;6fvu;6fvv;6fvw;6fvx;6fvy;6g7f;6g8m;6g8n;6gop;6h39;6htb;6htc;6htd;6htp;6htr;6hub;6huc;6huq;6huu;6huv;6hv3;6hv4;6hv5;6hv7;6hva;6hvr;6hvs;6hvt;6hvu;6hvv;6hvw;6hvx;6hvy;6hw0;6hw3;6hw4;6hw5;6hw6;6hw7;6hw8;6hw9;6hwa;6hwb;6hwc;6hwd;6hwe;6hwf;6j2c;6j2n;6j2q;6j2x;6j30;6zou;6zp6;6zp8;7ls5;7ls6
P30657	1fnt;1g0u;1g65;1jd2;1ryp;1z7q;2f16;2fak;2gpl;2zcy;3bdm;3d29;3dy3;3dy4;3e47;3gpj;3gpt;3gpw;3hye;3jco;3jcp;3mg0;3mg4;3mg6;3mg7;3mg8;3nzj;3nzw;3nzx;3oeu;3oev;3okj;3sdi;3sdk;3shj;3tdd;3un4;3un8;3wxr;4cr2;4cr3;4cr4;4eu2;4fzc;4fzg;4g4s;4gk7;4hnp;4hrc;4hrd;4inr;4int;4inu;4j70;4jsq;4jsu;4jt0;4lqi;4ltc;4nnn;4nnw;4no1;4no6;4no8;4no9;4q1s;4qby;4qlq;4qls;4qlt;4qlu;4qlv;4qux;4quy;4qv0;4qv1;4qv3;4qv4;4qv5;4qv6;4qv7;4qv8;4qv9;4qvl;4qvm;4qvn;4qvp;4qvq;4qvv;4qvw;4qvy;4qw0;4qw1;4qw3;4qw4;4qw5;4qw6;4qw7;4qwf;4qwg;4qwi;4qwj;4qwk;4qwl;4qwr;4qws;4qwu;4qwx;4qxj;4qz0;4qz1;4qz2;4qz3;4qz4;4qz5;4qz6;4qz7;4qzw;4qzx;4qzz;4r00;4r02;4r17;4r18;4rur;4v7o;4x6z;4y69;4y6a;4y6v;4y6z;4y70;4y74;4y75;4y77;4y78;4y7w;4y7x;4y7y;4y80;4y81;4y82;4y84;4y8g;4y8h;4y8i;4y8j;4y8k;4y8l;4y8m;4y8n;4y8o;4y8p;4y8q;4y8r;4y8s;4y8t;4y8u;4y9y;4y9z;4ya0;4ya1;4ya2;4ya3;4ya4;4ya5;4ya7;4ya9;4z1l;5a5b;5ahj;5bou;5bxl;5bxn;5cgf;5cgg;5cgh;5cgi;5cz4;5cz5;5cz6;5cz7;5cz8;5cz9;5cza;5d0s;5d0t;5d0v;5d0w;5d0x;5d0z;5dki;5dkj;5fg7;5fg9;5fga;5fgd;5fge;5fgf;5fgg;5fgh;5fgi;5fhs;5jhr;5jhs;5l52;5l54;5l55;5l5a;5l5b;5l5d;5l5e;5l5f;5l5h;5l5i;5l5j;5l5o;5l5p;5l5q;5l5r;5l5s;5l5t;5l5u;5l5v;5l5w;5l5x;5l5y;5l5z;5l60;5l61;5l62;5l63;5l64;5l65;5l66;5l67;5l68;5l69;5l6a;5l6b;5l6c;5lai;5laj;5ltt;5m2b;5mp9;5mpa;5mpb;5mpc;5nif;5wvi;5wvk;6ef3;6fvt;6fvu;6fvv;6fvw;6fvx;6fvy;6g7f;6g8m;6g8n;6gop;6h39;6htb;6htc;6htd;6htp;6htr;6hub;6huc;6huq;6huu;6huv;6hv3;6hv4;6hv5;6hv7;6hva;6hvr;6hvs;6hvt;6hvu;6hvv;6hvw;6hvx;6hvy;6hw0;6hw3;6hw4;6hw5;6hw6;6hw7;6hw8;6hw9;6hwa;6hwb;6hwc;6hwd;6hwe;6hwf;6j2c;6j2n;6j2q;6j2x;6j30;6zou;6zp6;6zp8;7ls5
P30659	6m1h;7jqd
P30663	2gj3
P30665	3ja8;3jc5;3jc6;3jc7;5bk4;5u8s;5u8t;5v8f;5xf8;6eyc;6f0l;6hv9;6ptj;6ptn;6pto;6rqc;6skl;6sko;6u0m;6wgf;6wgg;6wgi;7pmk;7pmn
P30680	6exj
P30690	3wi4;3wi5
P30694	3zge;4bxc;4bxh
P30709	1mct
P30711	2c3n;2c3q;2c3t
P30740	4ga7
P30748	1fm0;1fma;1jw9;1jwa;1jwb;1nvi;3bii
P30749	1fm0;1fma;1nvi;1nvj;3bii
P30750	3dhw;3dhx;3tui;3tuj;3tuz;6cvl
P30771	2xzl
P30776	6yuf
P30793	1fb1;6z80;6z85;6z86;6z87;6z88;6z89;7ala;7alb;7alc;7alq
P30801	1a03;1cnp;1jwd;2cnp;2jtt
P30803	1azs;1cjk;1cjt;1cju;1cjv;1cs4;1cul;1tl7;1u0h;2gvd;2gvz;3c14;3c15;3c16;3g82;3maa
P30820	1yux;1yuz;1yv1
P30822	3m1i;3vyc;3wyf;3wyg;4gmx;4gpt;4hat;4hau;4hav;4haw;4hax;4hay;4haz;4hb0;4hb2;4hb3;4hb4;5dh9;5dha;5dhf;5di9;5dif;5jlj;5uwh;5uwi;5uwj;5uwo;5uwp;5uwq;5uwr;5uws;5uwt;5uwu;5uww;5xoj;5yro;5yst;5ysu;5ytb;5zpu;6a38;6a3a;6a3b;6a3c;6a3e;6cit;6kft;6lq9;6m60;6m6x;6x2m;6x2o;6x2p;6x2r;6x2s;6x2u;6x2v;6x2w;6x2x;6x2y;6xjp;6xjr;6xjs;6xjt;6xju;7cnd;7l5e
P30838	3sza;3szb;4h80;4l1o;4l2o
P30850	2id0;2ix0;2ix1
P30870	1v4a;3k7d
P30871	5a60;5a61
P30876	5iy6;5iy7;5iy8;5iy9;5iya;5iyb;5iyc;5iyd;6drd;6o9l;6xre;7lbm
P30878	4m64;7l16;7l17
P30882	5yam
P30893	3mjp
P30896	1n9b
P30901	2dld
P30902	6b2z;6b8h;6cp3;6cp5;6cp6;6cp7;6wtd
P30904	1fim
P30920	1cgt;1cgu;3cgt;4cgt;5cgt;6cgt;7cgt;8cgt;9cgt
P30922	1owq;2esc
P30926	6pv7;6pv8
P30939	7exd
P30943	1qgw;1xf6;1xg0
P30949	3bs8
P30958	2b2n;2eyq;3hjh;4dfc;6x26;6x2f;6x2n;6x43;6x4w;6x4y;6x50;6xeo;6yhz
P30960	1kng
P30967	1ltu;1ltv;1ltz;3tcy;3tk2;3tk4;4esm;4etl;4jpx;4jpy;4q3w;4q3x;4q3y;4q3z
P30968	7br3
P30980	5zji
P30986	3d2d;3d2h;3d2j;3fw7;3fw8;3fw9;3fwa;3gsy;4ec3;4pzf
P30988	5ii0;5uz7;6niy;6pfo;6pgq
P30989	2lyw;6os9;6osa;6pwc;6up7
P30990	2lne;2lnf;2lng;2lyw;2oyv;2oyw;3f6k;4po7;5luz;6up7
P30996	2a8a;2a97
P31007	3tvt;4rp3;4rp4;4rp5
P31009	4v6w;6xu6;6xu7;6xu8
P31011	1c7g
P31013	1tpl;2ez1;2ez2;2tpl;2vlf;2vlh;2ycn;2ycp;2yct;2yhk;6dur;6dvx;6dxv;6dyt;6dz5;6ecg;6mls;6mme;6mo3;6mpd;6mqq;6nv8
P31016	1be9;1bfe;1iu0;1iu2;1jxm;1jxo;1kjw;1qlc;1rgr;1tp3;1tp5;1tq3;2ka9;2mho;2xkx;3gsl;3wp0;3wp1;5b64;5d13;5gnv;5hdy;5heb;5hed;5het;5hey;5hf1;5hf4;5hfb;5hfc;5hfd;5hfe;5hff;5mz7;5w72;5ypo;5ypr;7cqf
P31023	1dxl
P31025	1xki;3eyc;4qaf;5t43
P31026	5ijz
P31027	5it7;6uz7
P31032	1fiu;4abt
P31037	4d5r;4d5s;4d5t
P31040	6vax
P31041	2nae
P31044	2iqx;2iqy;6ent
P31057	1m3u
P31069	1id1
P31072	1pgj
P31087	1k0t
P31100	1oqs
P31101	1e1d;1e2u;1e9v;1gnt;1oa1;1w9m
P31105	5ftw
P31109	3b5n
P31116	1ebf;1ebu;1q7g;1tve
P31122	6kki;6kkj;6kkk;6kkl
P31129	3t9o;3tvk;4h54
P31133	1a99;4jdf;6ye0;6ye6;6ye7;6ye8;6yeb;6yec;6yed
P31142	1urh
P31151	1psr;2psr;2wnd;2wor;2wos;3psr;4aqj
P31153	2p02;4ktt;4ktv;4ndn;5a19;5a1g;5a1i;5ugh;6faj;6fbn;6fbo;6fbp;6fcb;6fcd;6fwb;6g6r;6p9v;6wkb;7bhr;7bhs;7bht;7bhu;7bhv;7bhw;7bhx;7kcc;7kce;7kcf;7kda;7kdb;7l1a;7rxv;7rxw;7rxx
P31161	3dc6
P31164	4v61;5mmi;5mmm
P31170	5nms;7bzw;7bzy
P31211	2v95
P31213	7bw1
P31224	1iwg;1oy6;1oy8;1oy9;1oyd;1oye;1t9t;1t9u;1t9v;1t9w;1t9x;1t9y;2dhh;2dr6;2drd;2gif;2hqc;2hqd;2hqf;2hqg;2hrt;2i6w;2j8s;2rdd;2w1b;3aoa;3aob;3aoc;3aod;3d9b;3noc;3nog;3w9h;4c48;4cdi;4dx5;4dx6;4dx7;4k7q;4u8v;4u8y;4u95;4u96;4zit;4ziv;4ziw;4zjl;4zjo;4zjq;4zlj;4zll;4zln;5en5;5eno;5enp;5enq;5enr;5ens;5ent;5jmn;5nc5;5ng5;5o66;5v5s;5yil;6baj;6csx;6q4n;6q4o;6q4p;6sgr;6sgs;6sgt;6sgu;6zo5;6zo6;6zo7;6zo8;6zo9;6zoa;6zob;6zoc;6zod;6zoe;6zof;6zog;6zoh;7b8r;7b8s;7b8t
P31226	6o0d;6o0e;6o0f
P31243	2por;3por
P31266	3brg;3iag;4j2x;5eg6;6dks;6wqu
P31271	2l7z
P31274	2lp0;2msy
P31281	1m06;1m0f;1rb8
P31321	4din;4f9k
P31324	3tnp;3tnq;4wbb;4x6q
P31327	2yvq;4utr;4utv;4utx;4utz;4uu7;4uu8;4uua;4uub;5dot;5dou;5ojo;6uel;6w2j
P31328	2e2s
P31334	3j6b;5mrc;5mre;5mrf
P31335	1g8m;1m9n;1oz0;1thz;2b1g;2b1i;2iu0;2iu3
P31340	3aqj;3qr7;3qr8
P31343	2w69
P31345	2gmo;2jdq;2vqz;2vy6;2vy7;2vy8;4nce;4ncm;4p1u;4uad;4uae;4uaf;6euv;6euy
P31350	2uw2;3olj;3vpm;3vpn;3vpo
P31353	5ue7
P31356	2z73;2ziy;3aym;3ayn;4ww3
P31358	6obd
P31371	1g82;1ihk;5w59
P31373	1n8p
P31380	5gn1
P31382	6p25;6p28;6p2r;6zqp
P31384	4b8c
P31386	4d4o;4d4p;4d4q;4x33
P31404	6xbw;6xby;7khr
P31408	6xbw;6xby;7khr
P31412	1u7l;3j9t;3j9u;3j9v;4dl0;4efa;5vox;5voy;5voz;6o7v;6o7w;6o7x
P31415	3uom;5crd;5cre;5crg;5crh
P31417	1mdc
P31422	2e4u;2e4v;2e4w;2e4x;2e4y
P31424	1ddv
P31431	1ejp;1ejq;1oby;1ybo
P31434	1we5;1xsi;1xsj;1xsk;2f2h
P31442	2gfp
P31473	3nbx;4upb;4upf;5fl2;6q7l;6sza;6szb
P31483	2mjn;3bs9;5ith;5o2v;5o3j;6eld
P31489	1p9h
P31490	1n5b
P31491	1k6z
P31493	1hy5
P31517	2j0p;2j0r
P31522	4f8l;4f8n;4f8o;4f8p;5ln4
P31539	5kne;5u2u;5vjh;5vy8;5vy9;5vya;5wbw;6ahf;6amn;6n8t;6n8v;6n8z
P31545	2y4d;2y4e;2y4f
P31547	3dhw;3tui;3tuj;3tuz;6cvl
P31550	2qry
P31553	2wsx;3hfx
P31554	4rhb
P31570	1g5r;1g5t;1g64;4hut
P31572	1xa3;1xa4;1xk6;1xk7;1xvt;1xvu;1xvv
P31580	3vtg
P31602	5x9r;5xar;5xas;5xat
P31614	4c7l;4c7w
P31622	2v4x
P31639	7fen
P31644	5o8f;5ojm;6a96
P31645	5i6x;5i6z;5i71;5i73;5i74;5i75;6awn;6awo;6awp;6awq;6dzv;6dzw;6dzy;6dzz;6vrh;6vrk;6vrl;6w2b;6w2c;7lwd
P31658	1izy;1izz;1n57;1ons;1pv2
P31663	1iho;3guz
P31670	1fhe
P31677	1gz5;1uqt;1uqu;2wtx;6jak
P31689	2lo1;2m6y;6e8m
P31696	1jb3;1jc7;1pxu;1pz7;1pz8;1pz9;1q56;3i70
P31697	1bf8;1kiu;1klf;1qun;1ze3;3bwu;3jwn;3rfz;3sqb;4dwh;4j3o;6e14;6e15;6swh
P31713	1shp;3m7q;3ofw;3t62;3uou
P31719	1pnh
P31723	1kkt;1kre;1krf;2ri8;2ri9
P31725	6zdy;6zfe
P31742	2d27;2d28
P31749	1h10;1unp;1unq;1unr;2uvm;2uzr;2uzs;3cqu;3cqw;3mv5;3mvh;3o96;3ocb;3ow4;3qkk;3qkl;3qkm;4ejn;4ekk;4ekl;4gv1;5kcv;6buu;6ccy;6hhf;6hhg;6hhh;6hhi;6hhj;6npz;6s9w;6s9x;7apj;7nh4;7nh5
P31751	1gzk;1gzn;1gzo;1mrv;1mry;1o6k;1o6l;1p6s;2jdo;2jdr;2uw9;2x39;2xh5;3d0e;3e87;3e88;3e8d
P31776	5u2g
P31780	6i1x
P31783	5ebg
P31785	2b5i;2erj;3bpl;3qaz;3qb7;4gs7;5m5e;6oel
P31787	1st7
P31797	1cyg
P31800	1bcc;1be3;1bgy;1l0l;1l0n;1ntk;1ntm;1ntz;1nu1;1pp9;1ppj;1qcr;1sqb;1sqp;1sqq;1sqv;1sqx;2a06;2bcc;2fyu;2ybb;3bcc;4d6t;4d6u;5gpn;5klv;5luf;5nmi;5okd;6fo0;6fo2;6fo6;6haw;6nhg;6xvf;6zfs;6zft;6zfu
P31808	3f1k;3f1l
P31809	1l6z;3r4d
P31818	3ik5
P31827	6ofr
P31828	6ofs;6oft
P31853	6fkf;6fkh;6fki;6vm1;6vm4;6vmb;6vmg;6vof;6voh;6voj;6vol;6von
P31867	5z6t;5z6u
P31872	1lb0;1lcx
P31891	3rgw;4iub;4iuc;4iud;4ttt;5d51;5mdj;5mdk;5mdl;7odg;7odh
P31892	3rgw;4iub;4iuc;4iud;4ttt;5d51;5mdj;5mdk;5mdl;7odg;7odh
P31896	1jqk
P31930	5xte;5xth;5xti
P31937	2gf2;2i9p
P31939	1p4r;1pkx;1pl0;5uy8;5uz0
P31941	2m65;4xxo;5keg;5sww;7d3v;7d3w;7d3x
P31943	2lxu;6dhs
P31946	2bq0;2c23;4dnk;5n10;6a5q;6byk;6gn0;6gn8;6gnj;6gnk;6gnn;6hep;6ygj
